mfds_category,code,drug
232,181301ACE,lansoprazole granule (as lansoprazole   30mg)
232,181301ATD,lansoprazole   30mg
232,181302ACE,lansoprazole granule (as lansoprazole   15mg)
232,181302ATD,lansoprazole   15mg
232,181302ATE,lansoprazole   15mg
232,196301ATB,1% misoprostol powder (as misoprostol   0.1mg)
232,196302ATB,1% misoprostol powder (as misoprostol   0.2mg)
232,202701ACH,nizatidine   0.15g
232,202701ATB,nizatidine   0.15g
232,202704ATB,nizatidine   75mg
232,204401ACE,omeprazole granule(enteric coated) (as omeprazole   20mg)
232,204401ATE,omeprazole   20mg
232,204402ATE,omeprazole   40mg
232,204403ATE,omeprazole   10mg
232,208801ATE,pantoprazole sodium (as pantoprazole   40mg)
232,208802ATE,pantoprazole sodium (as pantoprazole   20mg)
232,222201ATE,rabeprazole sodium   10mg
232,222202ATE,rabeprazole sodium   20mg
232,222203ATE,rabeprazole sodium   5mg
232,222801ATB,ranitidine hydrochloride (as ranitidine   0.15g)
232,222803ATB,ranitidine hydrochloride (as ranitidine   0.3g)
232,222805ATB,ranitidine hydrochloride (as ranitidine   75mg)
232,222901ATB,rebamipide   0.1g
232,225201ACR,roxatidine acetate hydrochloride   75mg
232,225202ACR,roxatidine acetate hydrochloride   37.5mg
232,233102ATB,sulglycotide   0.2g
232,235401ACH,teprenone   50mg
232,244802ATB,tripotassium bismuth dicitrate   0.3g
232,245601ATB,troxipide   0.1g
232,271800ATB,ranitidine hydrochloride (as ranitidine   75mg)
232,271800ATB,sucralfate hydrate (as sucrose octasulfate   0.102g)
232,271800ATB,"tripotassium bismuth dicitrate (as bismuth oxide   40.5mg, as potassium   12mg)   0.1g"
232,631800ATB,ranitidine hydrochloride (as ranitidine   0.15g)
232,631800ATB,sucralfate hydrate (as sucrose octasulfate   0.204g)
232,631800ATB,"tripotassium bismuth dicitrate (as bismuth oxide   81mg, as potassium   24mg)   0.2g"
232,356701AGN,ecabet sodium   1g
232,356702ATB,ecabet sodium   0.5g
232,367201ACH,esomeprazole magnesium (as esomeprazole   20mg)
232,367201ATB,esomeprazole magnesium (as esomeprazole   20mg)
232,367201ATD,esomeprazole magnesium (as esomeprazole   20mg)
232,367202ACH,esomeprazole magnesium (as esomeprazole   40mg)
232,367202ATB,esomeprazole magnesium (as esomeprazole   40mg)
232,367202ATD,esomeprazole magnesium (as esomeprazole   40mg)
232,430101ATB,artemisiae argyi folium 95% ethanol ext.(20→1)   60mg
232,430102ATB,artemisiae argyi folium 95% ethanol ext.(20→1)   90mg
232,488601ATB,revaprazan   0.2g
232,489302ATB,lafutidine   10mg
232,494201ATB,irsogladine maleate   4mg
232,494201ATD,irsogladine maleate   4mg
232,494202ATB,irsogladine maleate   2mg
232,494202ATD,irsogladine maleate   2mg
232,498001ACH,esomeprazole strontium tetrahydrate (as esomeprazole   20mg)
232,498002ACH,esomeprazole strontium tetrahydrate (as esomeprazole   40mg)
232,505501ATE,ilaprazole   10mg
232,505601ATB,polaprezinc   75mg
232,509902ACH,esomeprazole   20mg
232,519201ATE,S-pantoprazole sodium trihydrate (as S-pantoprazole   20mg)
232,519202ATE,S-pantoprazole sodium trihydrate (as S-pantoprazole   10mg)
232,519203ATE,S-pantoprazole sodium trihydrate (as S-pantoprazole   40mg)
232,621701ATB,artemisiae argyi folium isopropanol soft ext.(20→1)   60mg
232,621702ATB,artemisiae argyi folium isopropanol ext.   90mg
232,621901ACR,dexlansoprazole   30mg
232,621902ACR,dexlansoprazole   60mg
232,640200ATB,omeprazole   40mg
232,640200ATB,sodium bicarbonate   1.1g
232,664500ATB,omeprazole   20mg
232,664500ATB,sodium bicarbonate   1.1g
232,656701ATE,pantoprazole hemimagnesium monohydrate (as pantoprazole   40mg)
232,670700ATB,esomeprazole magnesium (as esomeprazole   20mg)
232,670700ATB,sodium bicarbonate   0.8g
232,684100ATB,esomeprazole magnesium (as esomeprazole   40mg)
232,684100ATB,sodium bicarbonate   0.8g
232,675801ATB,tegoprazan   50mg
234,105201ASS,almagate   1.5g(0.1g/mL)
234,105230ASS,almagate   1g(66.667mg/mL)
234,105202ATB,almagate   1g
234,105203ATB,almagate   0.5g
234,105902ATB,aluminum hydroxide gel(dried) (as aluminum hydroxide   0.3g)
234,121801ATB,calcium carbonate   0.5g
234,121901ATB,calcium carbonate(precipitated)   0.75g
234,146530ASS,diomagnite   3.8g
234,187201ASS,magnesium aluminum silicate   1g
234,187203ATB,magnesium aluminum silicate   0.5g
234,187402ATB,magnesium hydroxide   0.5g
234,187501ATB,magnesium oxide   0.25g
235,145901ATB,dimenhydrinate   50mg
235,167301ATB,granisetron hydrochloride (as granisetron   1mg)
235,167301ATD,granisetron hydrochloride (as granisetron   1mg)
235,204601ATD,ondansetron hydrochloride dihydrate (as ondansetron   4mg)
235,204603ATB,ondansetron hydrochloride dihydrate (as ondansetron   8mg)
235,204603ATD,ondansetron hydrochloride dihydrate (as ondansetron   8mg)
235,222601ATD,ramosetron hydrochloride   0.1mg
235,483001ACH,aprepitant   80mg
235,483002ACH,aprepitant   0.125g
235,674900ACH,netupitant   0.3g
235,674900ACH,palonosetron hydrochloride   0.5mg
236,100301ACH,magnesium trihydrate salt of chenodesoxycholic acid and ursodesoxycholic acid   0.25g
236,246502ATB,ursodeoxycholic acid   0.2g
236,246503ACH,ursodeoxycholic acid   0.25g
236,246506ATB,ursodeoxycholic acid   0.3g
237,113231AGN,bacillus licheniformis   37.5g(0.25g/g)
237,113232AGN,bacillus licheniformis   75g(0.25g/g)
237,113232APD,bacillus licheniformis   75g(0.25g/g)
237,113201ACH,bacillus licheniformis   0.25g
237,146430ASS,dioctahedral smectite   1.5g(0.15g/mL)
237,146431ASS,dioctahedral smectite   3g(0.15g/mL)
237,146432ASS,dioctahedral smectite   75g(0.15g/mL)
237,164431APD,galactosidase(β)   30g(0.5g/g)
237,180531AGN,lactobacillus acidophillus   0.3g(0.3g/g)
237,180535AGN,lactobacillus acidophillus   150g(0.3g/g)
237,180501ACH,lactobacillus acidophillus   0.3g
237,185102ACH,loperamide hydrochloride   2mg
237,185102ACS,loperamide hydrochloride   2mg
237,225402ACH,saccharomyces boulardii   0.2825g
237,225402APD,saccharomyces boulardii   0.2825g
237,231701ATB,streptococcus faecalis bio-4R   0.1g
237,231802ACH,enterococcus faecium strain cernelle 68   30mg
237,461130APD,lactobacillus casei var. rhamnosus   0.25g(0.25g(2억개)/g)
237,461131APD,lactobacillus casei var. rhamnosus   25g(0.25g(2억개)/g)
237,461130AGN,lactobacillus casei var. rhamnosus   0.25g(0.25g/g)
237,461131AGN,lactobacillus casei var. rhamnosus   25g(0.25g/g)
237,461101ACH,lactobacillus casei var. rhamnosus   2억개
237,473533APD,"bacillus subtilis·streptococcus faecium(streptococcus faecium 2.25억마리,bacillus subtilis 0.25억마리)   31.25g(62.5mg/g)"
237,473502ACE,"bacillus subtilis·streptococcus faecium(streptococcus faecium 4.5억마리,bacillus subtilis 0.5억마리)   0.125g"
237,473503ACE,"bacillus subtilis·streptococcus faecium(streptococcus faecium 9억마리,bacillus subtilis 1억마리)   0.25g"
237,487401ACH,bacteria culture of Lactobacillus rhamnosus R0011 and Lactobacillus helveticus R0052   20mg
238,214630AGN,plantago seed/plantago seed cortex   4.08g(0.68g/g)
238,221002APD,psyllium husk   3.25g
238,415730APD,lactitol monohydrate   20g
238,622001ATB,prucalopride succinate (as prucalopride   1mg)
238,622002ATB,prucalopride succinate (as prucalopride   2mg)
239,114511ATE,beclomethasone dipropionate   5mg
239,122301ATB,calcium polycarbophil   0.625g
239,148433AGN,domperidone   3g(10mg/g)
239,148432ASS,domperidone   0.5g(1mg/mL)
239,148402ATB,domperidone   10mg
239,148501ATB,domperidone maleate (as domperidone   10mg)
239,179001ATB,itopride hydrochloride   50mg
239,183501ATB,levosulpiride   25mg
239,190802AGR,mesalazine   1g
239,190802ATR,mesalazine   1g
239,190803ATR,mesalazine   0.5g
239,190806AGR,mesalazine   2g
239,190808ATR,mesalazine   0.4g
239,190811ATR,mesalazine   1200mg
239,193701ATB,metoclopramide   3.84mg
239,212501ATB,pinaverium bromide   50mg
239,222602ATB,ramosetron hydrochloride   2.5μg
239,222603ATB,ramosetron hydrochloride   5μg
239,227730ASS,simethicone   0.2g(20mg/mL)
239,227731ASS,simethicone   10g(20mg/mL)
239,227735ASS,simethicone   0.24g(20mg/mL)
239,244330ASY,trimebutine maleate (as trimebutine   1.2g(4.8mg/mL))
239,244331ASY,trimebutine maleate (as trimebutine   2.16g(4.8mg/mL))
239,244301ATB,trimebutine maleate   0.1g
239,244302ATB,trimebutine maleate   0.2g
239,244303ATR,trimebutine maleate   0.3g
239,244305ATB,trimebutine maleate   0.15g
239,294300ACS,alverine citrate   60mg
239,294300ACS,simethicone   0.3g
239,294400ACH,clebopride malate (as clebopride   0.5mg)
239,294400ACH,simethicone   0.2g
239,421001APD,mosapride citrate (as mosapride   5mg)
239,421001ATB,mosapride citrate hydrate (as mosapride   5mg)
239,421004ATR,mosapride citrate hydrate (as mosapride   15mg)
239,461700ATB,metoclopramide hydrochloride (as metoclopramide   5mg)
239,461700ATB,pancreatin   0.2125g
239,475001ACH,balsalazide disodium dihydrate   0.75g
239,593401ACH,E.coli strain Nissle 1917의 동결건조물 14mg(E.coli strain Nissle 1917로서 25×10^9 CFU)
239,614901ATB,corydalis tuber·pharbitis seed(5:1) 50% ethanol ext.(9.5~11.5→1)   30mg
239,668001ACH,migalastat hydrochloride (as migalastat   0.123g)
241,141401AGN,desmopressin acetate (as desmopressin   89μg)
241,141401APD,desmopressin acetate (as desmopressin   89μg)
241,141401ATB,desmopressin acetate (as desmopressin   89μg)
241,141401ATD,desmopressin acetate (as desmopressin   89μg)
241,141404AGN,desmopressin acetate (as desmopressin   0.178mg)
241,141404APD,desmopressin acetate (as desmopressin   0.178mg)
241,141404ATB,desmopressin acetate (as desmopressin   0.178mg)
241,141404ATD,desmopressin acetate (as desmopressin   0.178mg)
241,141407ATL,desmopressin acetate (as desmopressin   60μg)
241,141408ATL,desmopressin acetate (as desmopressin   0.12mg)
241,141409ATL,desmopressin acetate (as desmopressin   0.24mg)
241,141410ATL,desmopressin acetate (as desmopressin   25μg)
241,141411ATL,desmopressin acetate (as desmopressin   50μg)
243,183601ATB,levothyroxine sodium   0.1mg
243,183602ATB,levothyroxine sodium   75μg
243,183603ATB,levothyroxine sodium   0.125mg
243,183604ATB,levothyroxine sodium   0.15mg
243,183606ATB,levothyroxine sodium   0.2mg
243,183607ATB,levothyroxine sodium   25μg
243,183608ATB,levothyroxine sodium   50㎍
243,183609ATB,levothyroxine sodium   88μg
243,183610ATB,levothyroxine sodium   0.112mg
243,183611ATB,levothyroxine sodium   37.5μg
243,191801ATB,methimazole   5mg
243,220101ATB,propylthiouracil   50mg
243,296800ATB,levothyroxine sodium   50㎍
243,296800ATB,liothyronine sodium   12.5㎍
243,471501ATB,carbimazole   5mg
243,471502ATB,carbimazole   10mg
243,471503ATB,carbimazole   20mg
244,207201ATB,oxymetholone   50mg
245,116401ATB,betamethasone   0.5mg
245,140801ATB,deflazacort   6mg
245,141901ATB,dexamethasone   0.5mg
245,141903ATB,dexamethasone   0.75mg
245,160201ATB,fludrocortisone acetate   100㎍
245,170901ATB,hydrocortisone   10mg
245,170906ATB,hydrocortisone   5mg
245,193302ATB,methylprednisolone   4mg
245,193305ATB,methylprednisolone   1mg
245,217034ASY,prednisolone   0.5g(1mg/mL)
245,217035ASY,prednisolone   1.5g(3mg/mL)
245,217001ATB,prednisolone   5mg
245,243201ATB,triamcinolone   1mg
245,243202ATB,triamcinolone   2mg
245,243203ATB,triamcinolone   4mg
245,296900ATB,betamethasone   0.25mg
245,296900ATB,d-chlorpheniramine maleate   2mg
246,236301ACS,testosterone undecanoate   40mg
247,131402ATR,chlormadinone acetate   50mg
247,139401ATB,cyproterone acetate   50mg
247,140302ACH,danazol   0.2g
247,154901ATB,estradiol hemihydrate (as estradiol   1mg)
247,155001ATB,estradiol valerate   1mg
247,155002ATB,estradiol valerate   2mg
247,155401ATB,conjugated estrogens   0.3mg
247,155402ATB,conjugated estrogens   0.625mg
247,188903ATB,medroxyprogesterone acetate   10mg
247,188906ATB,medroxyprogesterone acetate   5mg
247,195001ACS,micronized progesterone   0.1g
247,239001ATB,tibolone   2.5mg
247,297000ATB,estradiol hemihydrate (as estradiol   1mg/정)
247,297000ATB,norethisterone acetate   0.5mg/정
247,297100ATB,estradiol hemihydrate (as estradiol   2mg/정)
247,297100ATB,norethisterone acetate   1mg/정
247,297400ATB,dydrogesterone   10mg/정(A정 14정중)
247,297400ATB,estradiol hemihydrate (as estradiol   2mg/정)(A정 14정중)
247,297400ATB,estradiol hemihydrate (as estradiol   2mg/정)(B정 14정중)
247,433700ATB,dydrogesterone   10mg/정(A정 14정중)
247,433700ATB,estradiol hemihydrate (as estradiol   1mg/정)(A정 14정중)
247,433700ATB,estrodiol hemihydrate (as estradiol   1mg/정)(B정 14정중)
247,398400ATB,cyproterone acetate   1mg/정(B정 12정중)
247,398400ATB,estradiol valerate   2mg/정(A정 16정중)
247,398400ATB,estradiol valerate   2mg/정(B정 12정중)
247,433800ATB,dydrogesterone   5mg/정
247,433800ATB,estradiol hemihydrate (as estradiol   1mg/정)
247,433900ATB,estradiol valerate   1mg/정
247,433900ATB,medroxyprogesterone acetate   2.5mg/정
247,434000ATB,estradiol valerate   1mg/정
247,434000ATB,medroxyprogesterone acetate   5mg/정
247,434100ATB,estradiol valerate   2mg/정
247,434100ATB,medroxyprogesterone acetate   5mg/정
247,297600ATB,estradiol valerate   2mg/정(A정 10정중)
247,297600ATB,estradiol valerate   2mg/정(B정 11정중)
247,297600ATB,medroxyprogesterone acetate   10mg/정(A정 10정중)
247,490400ATB,drospirenone   2mg/정
247,490400ATB,estrodiol hemihydrate (as estrodiol   1mg/정)
247,615701ATB,dienogest   2mg/정
249,136201ATB,clomiphene citrate   50mg
249,615802ATB,ulipristal acetate   5mg/정
255,226702ACS,serenoa repens lipidosterolic ext.   0.32g
255,505801ATB,Imidafenacin   0.1mg
259,104803ATR,alfuzosin hydrochloride   10mg
259,159001ATB,finasteride   5mg
259,159201ATB,flavoxate hydrochloride   0.2g
259,210701ACH,pentosan polysulfate sodium   0.1g
259,215902ATR,potassium citrate   1.08g
259,219701ATB,propiverine hydrochloride   10mg
259,219702ATB,propiverine hydrochloride   20mg
259,234601ACR,tamsulosin hydrochloride   0.2mg
259,234601ATD,tamsulosin hydrochloride   0.2mg
259,234601ATR,tamsulosin hydrochloride   0.2mg
259,234602ACR,tamsulosin hydrochloride   0.1mg
259,234603ACR,tamsulosin hydrochloride   0.4mg
259,234603ATD,tamsulosin hydrochloride   0.4mg
259,234603ATR,tamsulosin hydrochloride   0.4mg
259,235501ATB,terazosin hydrochloride (as terazosin   1mg)
259,235502ATB,terazosin hydrochloride (as terazosin   2mg)
259,235503ATB,terazosin hydrochloride (as terazosin   5mg)
259,245501ATB,trospium chloride   20mg
259,245503ATB,trospium chloride   30mg
259,299100AGN,citric acid   1.002g
259,299100AGN,potassium citrate   30.3g
259,357102ACR,tolterodine L-tartrate   2mg
259,357102ATB,tolterodine L-tartrate   2mg
259,357103ACR,tolterodine L-tartrate   4mg
259,357103ATR,tolterodine L-tartrate   4mg
259,458801ACS,dutasteride   0.5mg
259,458801ATB,dutasteride   0.5mg
259,493801ATB,solifenacin succinate   5mg
259,493801ATD,solifenacin succinate   5mg
259,493802ATB,solifenacin succinate   10mg
259,493802ATD,solifenacin succinate   10mg
259,503801ATR,fesoterodine fumarate   4mg
259,503802ATR,fesoterodine fumarate   8mg
259,504202ACH,silodosin   4mg
259,504202ATB,silodosin   4mg
259,504203ACH,silodosin   8mg
259,504203ATD,silodosin   8mg
259,505802ATD,imidafenacin   0.1mg
259,614201ATB,naftopidil   25mg
259,614202ATB,naftopidil   50mg
259,614203ATB,naftopidil   75mg
259,625701ATR,mirabegron   50mg
259,625702ATR,mirabegron   25mg
259,655601ATB,solifenacin fumarate   9.96mg
259,655602ATB,solifenacin fumarate   4.98mg
259,657401ATB,solifenacin tartrate   5.33mg
259,657402ATB,solifenacin tartrate   10.66mg
311,102301ACH,acitretin   10mg
311,104601ACS,alfacalcidol   0.5㎍
311,104601ATB,alfacalcidol   0.5㎍
311,104602ACS,alfacalcidol   1㎍
311,121401ACS,calcifediol   20㎍
311,121601ACS,calcitriol   0.25㎍
311,178701ACS,isotretinoin   10mg
311,624001ACS,alitretinoin   10mg
311,624002ACS,alitretinoin   30mg
312,237301ATB,thiamine hydrochloride   10mg
313,162601ATB,folic acid   1mg
313,162602ATB,folic acid   5mg
313,188601ACH,mecobalamin   0.25mg
313,188602ACH,mecobalamin   0.5mg
313,188602ATB,mecobalamin   0.5mg
313,221603ATB,pyridoxine hydrochloride   50mg
314,110405ATB,ascorbic acid   50mg
316,301500ATB,ascorbic acid   60mg
316,301500ATB,biotin   0.3mg
316,301500ATB,calcium pantothenate   10mg
316,301500ATB,cyanocobalamin   6μg
316,301500ATB,folic acid   0.8mg
316,301500ATB,nicotinamide   20mg
316,301500ATB,pyridoxine hydrochloride   10mg
316,301500ATB,riboflavin   1.7mg
316,301500ATB,thiamine nitrate   1.5mg
316,301600ATB,ascorbic acid   60mg
316,301600ATB,biotin   0.3mg
316,301600ATB,calcium pantothenate   10mg
316,301600ATB,cyanocobalamin   6μg
316,301600ATB,folic acid   1mg
316,301600ATB,nicotinamide   20mg
316,301600ATB,pyridoxine hydrochloride   10mg
316,301600ATB,riboflavin   1.7mg
316,301600ATB,thiamine nitrate   1.5mg
321,205602ATB,ossopan substance   0.83g
321,302600ATB,calcium carbonate   1.5g
321,302600ATB,cholecalciferol   400I.U
321,387900ACS,calcium carbonate (as calcium   0.3g)
321,387900ACS,cholecalciferol   100I.U
321,473800ATB,calcium carbonate (as calcium   0.5g)
321,473800ATB,cholecalciferol   1KI.U
321,480200ATB,calcium carbonate (as calcium   0.5g)
321,480200ATB,cholecalciferol   400I.U
321,498200ATB,calcium carbonate (as calcium   0.1g)
321,498200ATB,cholecalciferol   1KI.U
321,498300ATB,calcium carbonate (as calcium   0.3g)
321,498300ATB,cholecalciferol   1KI.U
321,526100ATB,calcium carbonate (as calcium   0.3g)
321,526100ATB,cholecalciferol concentrated granule (as cholecalciferol   200I.U)
321,303200ATB,calcium carbonate(precipitated)   0.24g
321,303200ATB,calcium gluconate hydrate   0.24g
321,303200ATB,calcium lactate hydrate   0.2718g
321,303200ATB,ergocalciferol   0.118mg
321,503100ATB,calcium citrate (as calcium   0.24g)
321,503100ATB,cholecalciferol granule (as vitamin D   400I.U)
321,503100ATB,cyanocobalamin   0.5mg
321,503100ATB,folic acid   0.25mg
321,508700ATB,calcium citrate (as calcium   0.17914g)
321,508700ATB,cholecalciferol concentrated powder (as vitamin D   500I.U)
321,519000ATB,calcium citrate (as calcium   0.316g)
321,519000ATB,cholecalciferol concentrated powder (as vitamin D   1KI.U)
321,665600ATB,calcium citrate (as calcium   0.10112g)
321,665600ATB,cholecalciferol concentrated powder (as vitamin D   1KI.U)
321,670000ATB,calcium citrate (as calcium   0.20224g)
321,670000ATB,cholecalciferol concentrated powder (as vitamin D   500I.U)
321,686700ATB,calcium citrate malate (as calcium   0.1g)
321,686700ATB,cholecalciferol concentrated powder (as vitamin D   1KI.U)
321,462700ATB,calcium citrate (as calcium   0.158g)
321,462700ATB,cholecalciferol (vitamin D3   400I.U)
321,462800ATB,calcium citrate (as calcium   0.316g)
321,462800ATB,cholecalciferol (vitamin D3   800I.U)
322,158631ALQ,ferric hydroxide polymaltose complex (as Fe III   0.1g(20mg/mL))
322,158634ALQ,ferric hydroxide polymaltose complex (as Fe III   2.25g(50mg/mL))
322,158632ALQ,ferric hydroxide polymaltose complex (as Fe III   0.1g(6.667mg/mL))
322,215001ACH,polysaccharide iron complex (as Fe   0.15g)
322,228931ALQ,sodium ferric gluconate complex (as Fe III   62.5mg(6.25mg/mL))
322,228902ACH,sodium ferric gluconate complex (as Fe III   62.5mg)
322,303300ATB,ferric hydroxide polymaltose complex (as Fe   0.1g)
322,303300ATB,folic acid   0.35mg
322,303403ATR,ferrous sulfate dried (as Fe II   80mg)
322,379330ALQ,iron acetyl transferrin (as Fe   40mg(4mg/mL))
322,379302ACH,iron acetyl transferrin (as Fe   40mg)
322,417230ASY,ferritinic iron   40mg(4mg/mL)
322,533700ALQ,calcium folinate   0.3mg(37.5μg/mL)
322,533700ALQ,sodium ferric gluconate complex (as Fe III   62.5mg(7.8125mg/mL))
325,434700ATB,L-histidine   38mg
325,434700ATB,L-lysine acetate   0.105g
325,434700ATB,L-threonine   53mg
325,434700ATB,L-tryptophan   23mg
325,434700ATB,L-tyrosine   30mg
325,434700ATB,α-hydroxy-DL-methionine calcium   59mg
325,434700ATB,α-keto-DL-isoleucine calcium   67mg
325,434700ATB,α-ketoleucine calcium   0.101g
325,434700ATB,α-ketophenylalanine calcium   68mg
325,434700ATB,α-ketovaline calcium   86mg
325,529300ALQ,biotin   7.72μg(0.0386μg/mL)
325,529300ALQ,calcium chloride   0.2352g(1.176mg/mL)
325,529300ALQ,calcium citrate   79.06mg(0.3953mg/mL)
